schema_version,score_evidence_id,program_id,institution_id,institution_name,component,component_score,max_score,rubric_anchor,rubric_anchor_description,supporting_evidence_ids,evidence_completeness,score_confidence,uncertainty_or_conflict,reviewer_or_generating_process,verification_status,calculated_at
2.0,scoreev:089ee476ca26855f,us:ipeds:153658:program:phd:phd-in-computer-science,us:ipeds:153658,University of Iowa,application_economics,0,5,high_or_unverified_cost,"Fee exceeds 100, a broad waiver is unavailable, or the applicable fee is unverified.",stage3src:040ce8e8970042301519|stage3src:7c933ed86687e0fb461b|stage3src:58add7da1abbe2d4583e,missing,low,Fee is high or the applicable Fall 2027 amount/waiver remains unverified.,graduate_audit.evidence_scoring:v1,partial_evidence_calculation,2026-09-11T01:42:01.638946+00:00
2.0,scoreev:fb8709b27dad8943,us:ipeds:240444:program:phd:computer-sciences-phd,us:ipeds:240444,University of Wisconsin-Madison,professor_alignment,20,30,one_verified_strong,Exactly one distinct verified strong match.,stage4src:7dd2399975b3c0d6|stage4src:c9c602d5f37f04b5|stage4src:5c71a10aed48cf3d|stage4src:fc1e659a7ee84d9d,complete,high,,graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T01:42:01.638946+00:00
2.0,scoreev:f553c4dc3ae669e6,us:ipeds:240444:program:phd:computer-sciences-phd,us:ipeds:240444,University of Wisconsin-Madison,department_program_depth,5,15,one_distinct,Exactly one distinct verified strong match; single-professor dependency is true.,stage4src:7dd2399975b3c0d6|stage4src:c9c602d5f37f04b5|stage4src:5c71a10aed48cf3d|stage4src:fc1e659a7ee84d9d,complete,high,Single-professor dependency.,graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T01:42:01.638946+00:00
2.0,scoreev:3c1db3feae5034d4,us:ipeds:240444:program:phd:computer-sciences-phd,us:ipeds:240444,University of Wisconsin-Madison,funding_net_viability,10,25,documented_but_not_gate_credible,"Official funding evidence exists, but support is selected, typical, conditional without a program-wide commitment, or otherwise insufficient for the hard gate.",stage3src:e5a49e215a1f6b97280c,partial,low,Official funding evidence exists but does not prove a credible program-wide package or full scholarship.,graduate_audit.evidence_scoring:v1,partial_evidence_calculation,2026-09-11T01:42:01.638946+00:00
2.0,scoreev:fb435540e0460b79,us:ipeds:240444:program:phd:computer-sciences-phd,us:ipeds:240444,University of Wisconsin-Madison,eligibility_credential_alignment,10,15,verified_with_material_question,"The route appears formally available, but GPA interpretation, credential equivalency, prerequisites, or direct-entry treatment needs confirmation.",stage3src:aeb412dfadcfd4e13bcd|stage3src:474ee906a4b8d675400a|stage3src:e5a49e215a1f6b97280c,partial,medium,Will an admission offer include the published four-year funding guarantee for this applicant?,graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T01:42:01.638946+00:00
2.0,scoreev:f8cbcc2ef163b6e8,us:ipeds:240444:program:phd:computer-sciences-phd,us:ipeds:240444,University of Wisconsin-Madison,degree_admissions_alignment,10,10,verified_compatible_route,Exact research route and degree structure are compatible with the applicant's current degree.,stage3src:aeb412dfadcfd4e13bcd|stage3src:474ee906a4b8d675400a|stage3src:e5a49e215a1f6b97280c,complete,high,,graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T01:42:01.638946+00:00
2.0,scoreev:739a68084bd7eacd,us:ipeds:240444:program:phd:computer-sciences-phd,us:ipeds:240444,University of Wisconsin-Madison,application_economics,0,5,high_or_unverified_cost,"Fee exceeds 100, a broad waiver is unavailable, or the applicable fee is unverified.",stage3src:aeb412dfadcfd4e13bcd|stage3src:474ee906a4b8d675400a|stage3src:e5a49e215a1f6b97280c,missing,low,Fee is high or the applicable Fall 2027 amount/waiver remains unverified.,graduate_audit.evidence_scoring:v1,partial_evidence_calculation,2026-09-11T01:42:01.638946+00:00
2.0,scoreev:0aa11ff430e565d0,us:ipeds:232186:program:phd:computer-science-phd,us:ipeds:232186,George Mason University,professor_alignment,20,30,one_verified_strong,Exactly one distinct verified strong match.,stage4src:9d50609de3823055|stage4src:a168f73727e60bf3|stage4src:851d62536b13563c,complete,high,,graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T01:42:01.638946+00:00
2.0,scoreev:7b41297944905d9f,us:ipeds:232186:program:phd:computer-science-phd,us:ipeds:232186,George Mason University,department_program_depth,5,15,one_distinct,Exactly one distinct verified strong match; single-professor dependency is true.,stage4src:9d50609de3823055|stage4src:a168f73727e60bf3|stage4src:851d62536b13563c,complete,high,Single-professor dependency.,graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T01:42:01.638946+00:00
2.0,scoreev:6f54bf56fdfa7e80,us:ipeds:232186:program:phd:computer-science-phd,us:ipeds:232186,George Mason University,funding_net_viability,0,25,no_verified_material_support,No verified official material funding evidence is available.,,missing,low,No verified official material funding source is recorded.,graduate_audit.evidence_scoring:v1,partial_evidence_calculation,2026-09-11T01:42:01.638946+00:00
2.0,scoreev:c0f8cbc317cd51e8,us:ipeds:232186:program:phd:computer-science-phd,us:ipeds:232186,George Mason University,eligibility_credential_alignment,15,15,verified_alignment,Formal eligibility is verified and no material credential-equivalency question is recorded.,stage3src:d2fa44618fd736bc4d5e|stage3src:f2e9b8be9973b41a6d2d|stage3src:96ba6a4dc7f4725c65bd,complete,high,,graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T01:42:01.638946+00:00
2.0,scoreev:921605f97f1f8571,us:ipeds:232186:program:phd:computer-science-phd,us:ipeds:232186,George Mason University,degree_admissions_alignment,10,10,verified_compatible_route,Exact research route and degree structure are compatible with the applicant's current degree.,stage3src:d2fa44618fd736bc4d5e|stage3src:f2e9b8be9973b41a6d2d|stage3src:96ba6a4dc7f4725c65bd,complete,high,,graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T01:42:01.638946+00:00
2.0,scoreev:0a99fd0c2fdcbdfd,us:ipeds:232186:program:phd:computer-science-phd,us:ipeds:232186,George Mason University,application_economics,3,5,moderate_fee_or_possible_waiver,Fee is at most 100 in the stated currency or a plausible but non-guaranteed waiver path exists.,stage3src:f2e9b8be9973b41a6d2d|stage3src:96ba6a4dc7f4725c65bd|stage3src:d2fa44618fd736bc4d5e,partial,medium,Applicable waiver or final Fall 2027 cost is not guaranteed.,graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T01:42:01.638946+00:00
2.0,scoreev:7ad428210141d55c,us:ipeds:209542:program:phd:computer-science-phd,us:ipeds:209542,Oregon State University,professor_alignment,20,30,one_verified_strong,Exactly one distinct verified strong match.,stage4src:6df13c13c8772237|stage4src:e2a97a680ad13bc3|stage4src:355064dae0d5dae2,complete,high,,graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T01:42:01.638946+00:00
2.0,scoreev:d8f24262efd7bc42,us:ipeds:209542:program:phd:computer-science-phd,us:ipeds:209542,Oregon State University,department_program_depth,5,15,one_distinct,Exactly one distinct verified strong match; single-professor dependency is true.,stage4src:6df13c13c8772237|stage4src:e2a97a680ad13bc3|stage4src:355064dae0d5dae2,complete,high,Single-professor dependency.,graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T01:42:01.638946+00:00
2.0,scoreev:9f89e61adfe50917,us:ipeds:209542:program:phd:computer-science-phd,us:ipeds:209542,Oregon State University,funding_net_viability,0,25,no_verified_material_support,No verified official material funding evidence is available.,,missing,low,No verified official material funding source is recorded.,graduate_audit.evidence_scoring:v1,partial_evidence_calculation,2026-09-11T01:42:01.638946+00:00
2.0,scoreev:6c6d8fdd3d561eb0,us:ipeds:209542:program:phd:computer-science-phd,us:ipeds:209542,Oregon State University,eligibility_credential_alignment,15,15,verified_alignment,Formal eligibility is verified and no material credential-equivalency question is recorded.,stage3src:7ae326c47640e5b1b3f1|stage3src:7812774261b1596b27ee,complete,high,,graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T01:42:01.638946+00:00
2.0,scoreev:7ebcbd2b572d74dd,us:ipeds:209542:program:phd:computer-science-phd,us:ipeds:209542,Oregon State University,degree_admissions_alignment,10,10,verified_compatible_route,Exact research route and degree structure are compatible with the applicant's current degree.,stage3src:7ae326c47640e5b1b3f1|stage3src:7812774261b1596b27ee,complete,high,,graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T01:42:01.638946+00:00
2.0,scoreev:d068cab6e4434020,us:ipeds:209542:program:phd:computer-science-phd,us:ipeds:209542,Oregon State University,application_economics,3,5,moderate_fee_or_possible_waiver,Fee is at most 100 in the stated currency or a plausible but non-guaranteed waiver path exists.,stage3src:7ae326c47640e5b1b3f1|stage3src:7812774261b1596b27ee,partial,medium,Applicable waiver or final Fall 2027 cost is not guaranteed.,graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T01:42:01.638946+00:00
2.0,scoreev:6051549c755096ea,us:ipeds:186867:program:phd:phd-in-computer-science,us:ipeds:186867,Stevens Institute of Technology,professor_alignment,20,30,one_verified_strong,Exactly one distinct verified strong match.,stage4src:4b9acbd695903607|stage4src:db928f31b01d9b15|stage4src:7884133890f7defc|stage4src:0f8a34749b8f4ab0,complete,high,,graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T01:42:01.638946+00:00
2.0,scoreev:e940bda19ac74e23,us:ipeds:186867:program:phd:phd-in-computer-science,us:ipeds:186867,Stevens Institute of Technology,department_program_depth,5,15,one_distinct,Exactly one distinct verified strong match; single-professor dependency is true.,stage4src:4b9acbd695903607|stage4src:db928f31b01d9b15|stage4src:7884133890f7defc|stage4src:0f8a34749b8f4ab0,complete,high,Single-professor dependency.,graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T01:42:01.638946+00:00
2.0,scoreev:4e1bdb9d312bf4da,us:ipeds:186867:program:phd:phd-in-computer-science,us:ipeds:186867,Stevens Institute of Technology,funding_net_viability,10,25,documented_but_not_gate_credible,"Official funding evidence exists, but support is selected, typical, conditional without a program-wide commitment, or otherwise insufficient for the hard gate.",stage3src:586992da46a00f282b34,partial,low,Official funding evidence exists but does not prove a credible program-wide package or full scholarship.,graduate_audit.evidence_scoring:v1,partial_evidence_calculation,2026-09-11T01:42:01.638946+00:00
2.0,scoreev:c891eb9f669e86a4,us:ipeds:186867:program:phd:phd-in-computer-science,us:ipeds:186867,Stevens Institute of Technology,eligibility_credential_alignment,5,15,resolvable_eligibility_question,A material formal-eligibility question remains unresolved.,stage3src:586992da46a00f282b34|stage3src:d96e288cd39c25c5cf00,partial,low,"Will Stevens confirm direct PhD eligibility from this bachelor's record, and what exact support terms will the offer contain?",graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T01:42:01.638946+00:00
2.0,scoreev:e52234e24cf5030f,us:ipeds:186867:program:phd:phd-in-computer-science,us:ipeds:186867,Stevens Institute of Technology,degree_admissions_alignment,5,10,compatible_but_supervisor_or_entry_question,"The research structure is compatible, but direct entry or supervisor-gated admission remains material.",stage3src:586992da46a00f282b34|stage3src:d96e288cd39c25c5cf00,partial,medium,"Will Stevens confirm direct PhD eligibility from this bachelor's record, and what exact support terms will the offer contain?",graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T01:42:01.638946+00:00
2.0,scoreev:a1d45969323ec4ff,us:ipeds:186867:program:phd:phd-in-computer-science,us:ipeds:186867,Stevens Institute of Technology,application_economics,3,5,moderate_fee_or_possible_waiver,Fee is at most 100 in the stated currency or a plausible but non-guaranteed waiver path exists.,stage3src:586992da46a00f282b34|stage3src:d96e288cd39c25c5cf00,partial,medium,Applicable waiver or final Fall 2027 cost is not guaranteed.,graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T01:42:01.638946+00:00
2.0,scoreev:12f59aa34e9c5bf5,us:ipeds:139755:program:phd:computer-science-phd,us:ipeds:139755,Georgia Institute of Technology-Main Campus,professor_alignment,20,30,one_verified_strong,Exactly one distinct verified strong match.,stage4src:3afea5a098e5f015|stage4src:dac5b8f6308954c7|stage4src:516248dcde9168fc,complete,high,,graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T01:42:01.638946+00:00
2.0,scoreev:72fb9e5a2a73c9e4,us:ipeds:139755:program:phd:computer-science-phd,us:ipeds:139755,Georgia Institute of Technology-Main Campus,department_program_depth,5,15,one_distinct,Exactly one distinct verified strong match; single-professor dependency is true.,stage4src:3afea5a098e5f015|stage4src:dac5b8f6308954c7|stage4src:516248dcde9168fc,complete,high,Single-professor dependency.,graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T01:42:01.638946+00:00
2.0,scoreev:49d0e90e40aea022,us:ipeds:139755:program:phd:computer-science-phd,us:ipeds:139755,Georgia Institute of Technology-Main Campus,funding_net_viability,0,25,no_verified_material_support,No verified official material funding evidence is available.,,missing,low,No verified official material funding source is recorded.,graduate_audit.evidence_scoring:v1,partial_evidence_calculation,2026-09-11T01:42:01.638946+00:00
2.0,scoreev:00aff3588cd89358,us:ipeds:139755:program:phd:computer-science-phd,us:ipeds:139755,Georgia Institute of Technology-Main Campus,eligibility_credential_alignment,10,15,verified_with_material_question,"The route appears formally available, but GPA interpretation, credential equivalency, prerequisites, or direct-entry treatment needs confirmation.",stage3src:594f00166019281cfb8e|stage3src:6954f025c0fd052efdfc|stage3src:f26da61c52686e4912fe,partial,medium,"Will a Fall 2027 CS PhD offer guarantee tuition, stipend, insurance, and duration?",graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T01:42:01.638946+00:00
2.0,scoreev:a41adc2283eb90f9,us:ipeds:139755:program:phd:computer-science-phd,us:ipeds:139755,Georgia Institute of Technology-Main Campus,degree_admissions_alignment,10,10,verified_compatible_route,Exact research route and degree structure are compatible with the applicant's current degree.,stage3src:594f00166019281cfb8e|stage3src:6954f025c0fd052efdfc|stage3src:f26da61c52686e4912fe,complete,high,,graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T01:42:01.638946+00:00
2.0,scoreev:268be4ce2b5005e3,us:ipeds:139755:program:phd:computer-science-phd,us:ipeds:139755,Georgia Institute of Technology-Main Campus,application_economics,0,5,high_or_unverified_cost,"Fee exceeds 100, a broad waiver is unavailable, or the applicable fee is unverified.",stage3src:6954f025c0fd052efdfc|stage3src:f26da61c52686e4912fe|stage3src:594f00166019281cfb8e,partial,low,Fee is high or the applicable Fall 2027 amount/waiver remains unverified.,graduate_audit.evidence_scoring:v1,partial_evidence_calculation,2026-09-11T01:42:01.638946+00:00
